occurence_PK,OCC_DATE,OCC_HOUR,OCC_DAY,OCC_MONTH,OCC_YEAR
1910,2018-04-08 04:00:00+00:00,4,8,4,2018
1911,2018-04-09 04:00:00+00:00,4,9,4,2018
1912,2018-04-10 04:00:00+00:00,4,10,4,2018
1913,2018-04-11 04:00:00+00:00,4,11,4,2018
1914,2018-04-12 04:00:00+00:00,4,12,4,2018
1915,2018-04-13 04:00:00+00:00,4,13,4,2018
1916,2018-04-14 04:00:00+00:00,4,14,4,2018
1917,2018-04-15 04:00:00+00:00,4,15,4,2018
1918,2018-04-16 04:00:00+00:00,4,16,4,2018
1919,2018-04-17 04:00:00+00:00,4,17,4,2018
1920,2018-04-18 04:00:00+00:00,4,18,4,2018
1921,2018-04-19 04:00:00+00:00,4,19,4,2018
1922,2018-04-20 04:00:00+00:00,4,20,4,2018
1923,2018-04-21 04:00:00+00:00,4,21,4,2018
1924,2018-04-22 04:00:00+00:00,4,22,4,2018
1925,2018-04-23 04:00:00+00:00,4,23,4,2018
1926,2018-04-24 04:00:00+00:00,4,24,4,2018
1927,2018-04-25 04:00:00+00:00,4,25,4,2018
1928,2018-04-26 04:00:00+00:00,4,26,4,2018
1929,2009-12-01 05:00:00+00:00,5,1,12,2009
1930,2018-04-27 04:00:00+00:00,4,27,4,2018
1931,2018-04-28 04:00:00+00:00,4,28,4,2018
1932,2018-04-29 04:00:00+00:00,4,29,4,2018
1933,2018-04-30 04:00:00+00:00,4,30,4,2018
1934,2018-05-01 04:00:00+00:00,4,1,5,2018
1935,2018-05-02 04:00:00+00:00,4,2,5,2018
1936,2018-05-03 04:00:00+00:00,4,3,5,2018
1937,2018-05-04 04:00:00+00:00,4,4,5,2018
1938,2018-05-05 04:00:00+00:00,4,5,5,2018
1939,2018-05-06 04:00:00+00:00,4,6,5,2018
1940,2018-05-07 04:00:00+00:00,4,7,5,2018
1941,2018-05-08 04:00:00+00:00,4,8,5,2018
1942,2018-05-09 04:00:00+00:00,4,9,5,2018
1943,2018-05-10 04:00:00+00:00,4,10,5,2018
1944,2018-05-11 04:00:00+00:00,4,11,5,2018
1945,2018-05-12 04:00:00+00:00,4,12,5,2018
1946,2018-05-13 04:00:00+00:00,4,13,5,2018
1947,2018-05-14 04:00:00+00:00,4,14,5,2018
1948,2018-05-15 04:00:00+00:00,4,15,5,2018
1949,2018-05-16 04:00:00+00:00,4,16,5,2018
1950,2018-05-17 04:00:00+00:00,4,17,5,2018
1951,2018-05-18 04:00:00+00:00,4,18,5,2018
1952,1995-11-01 05:00:00+00:00,5,1,11,1995
1953,2018-05-19 04:00:00+00:00,4,19,5,2018
1954,2018-05-20 04:00:00+00:00,4,20,5,2018
1955,2018-05-21 04:00:00+00:00,4,21,5,2018
1956,2012-01-27 05:00:00+00:00,5,27,1,2012
1957,2018-05-22 04:00:00+00:00,4,22,5,2018
1958,2018-05-23 04:00:00+00:00,4,23,5,2018
1959,2018-05-24 04:00:00+00:00,4,24,5,2018
1960,2018-05-25 04:00:00+00:00,4,25,5,2018
1961,2018-05-26 04:00:00+00:00,4,26,5,2018
1962,2018-05-27 04:00:00+00:00,4,27,5,2018
1963,2018-05-28 04:00:00+00:00,4,28,5,2018
1964,2018-05-29 04:00:00+00:00,4,29,5,2018
1965,2018-05-30 04:00:00+00:00,4,30,5,2018
1966,2018-05-31 04:00:00+00:00,4,31,5,2018
1967,2018-06-01 04:00:00+00:00,4,1,6,2018
1968,2018-06-02 04:00:00+00:00,4,2,6,2018
1969,2018-06-03 04:00:00+00:00,4,3,6,2018
1970,2018-06-04 04:00:00+00:00,4,4,6,2018
1971,1997-12-19 05:00:00+00:00,5,19,12,1997
1972,2018-06-05 04:00:00+00:00,4,5,6,2018
1973,2018-06-06 04:00:00+00:00,4,6,6,2018
1974,2018-06-07 04:00:00+00:00,4,7,6,2018
1975,2018-06-08 04:00:00+00:00,4,8,6,2018
1976,2018-06-09 04:00:00+00:00,4,9,6,2018
1977,2018-06-10 04:00:00+00:00,4,10,6,2018
1978,2018-06-11 04:00:00+00:00,4,11,6,2018
1979,2018-06-12 04:00:00+00:00,4,12,6,2018
1980,2018-06-13 04:00:00+00:00,4,13,6,2018
1981,2018-06-14 04:00:00+00:00,4,14,6,2018
1982,2018-06-15 04:00:00+00:00,4,15,6,2018
1983,2018-06-16 04:00:00+00:00,4,16,6,2018
1984,2018-06-17 04:00:00+00:00,4,17,6,2018
1985,2018-06-18 04:00:00+00:00,4,18,6,2018
1986,2018-06-19 04:00:00+00:00,4,19,6,2018
1987,2018-06-20 04:00:00+00:00,4,20,6,2018
1988,2018-06-21 04:00:00+00:00,4,21,6,2018
1989,2018-06-22 04:00:00+00:00,4,22,6,2018
1990,2018-06-23 04:00:00+00:00,4,23,6,2018
1991,2018-06-24 04:00:00+00:00,4,24,6,2018
1992,2018-06-25 04:00:00+00:00,4,25,6,2018
1993,2018-06-26 04:00:00+00:00,4,26,6,2018
1994,2018-06-27 04:00:00+00:00,4,27,6,2018
1995,2018-06-28 04:00:00+00:00,4,28,6,2018
1996,2018-06-29 04:00:00+00:00,4,29,6,2018
1997,2018-06-30 04:00:00+00:00,4,30,6,2018
1998,2018-07-01 04:00:00+00:00,4,1,7,2018
1999,2018-07-02 04:00:00+00:00,4,2,7,2018
2000,2018-07-03 04:00:00+00:00,4,3,7,2018
2001,2011-07-02 04:00:00+00:00,4,2,7,2011
2002,2018-07-04 04:00:00+00:00,4,4,7,2018
2003,2005-11-04 05:00:00+00:00,5,4,11,2005
2004,2018-07-05 04:00:00+00:00,4,5,7,2018
2005,2018-07-06 04:00:00+00:00,4,6,7,2018
2006,2018-07-07 04:00:00+00:00,4,7,7,2018
2007,2018-07-08 04:00:00+00:00,4,8,7,2018
2008,2018-07-09 04:00:00+00:00,4,9,7,2018
2009,2018-07-10 04:00:00+00:00,4,10,7,2018
2010,2018-07-11 04:00:00+00:00,4,11,7,2018
2011,2018-07-12 04:00:00+00:00,4,12,7,2018
2012,2018-07-13 04:00:00+00:00,4,13,7,2018
2013,2018-07-14 04:00:00+00:00,4,14,7,2018
2014,2011-07-14 04:00:00+00:00,4,14,7,2011
2015,2018-07-15 04:00:00+00:00,4,15,7,2018
2016,2018-07-16 04:00:00+00:00,4,16,7,2018
2017,2018-07-17 04:00:00+00:00,4,17,7,2018
2018,2011-04-15 04:00:00+00:00,4,15,4,2011
2019,2018-07-18 04:00:00+00:00,4,18,7,2018
2020,1996-03-06 05:00:00+00:00,5,6,3,1996
2021,2018-07-19 04:00:00+00:00,4,19,7,2018
2022,2018-07-20 04:00:00+00:00,4,20,7,2018
2023,2018-07-21 04:00:00+00:00,4,21,7,2018
2024,2018-07-22 04:00:00+00:00,4,22,7,2018
2025,2018-07-23 04:00:00+00:00,4,23,7,2018
2026,2018-07-24 04:00:00+00:00,4,24,7,2018
2027,2018-07-25 04:00:00+00:00,4,25,7,2018
2028,1980-01-01 05:00:00+00:00,5,1,1,1980
2029,2018-07-26 04:00:00+00:00,4,26,7,2018
2030,2018-07-27 04:00:00+00:00,4,27,7,2018
2031,2018-07-28 04:00:00+00:00,4,28,7,2018
2032,2018-07-29 04:00:00+00:00,4,29,7,2018
2033,2018-07-30 04:00:00+00:00,4,30,7,2018
2034,2018-07-31 04:00:00+00:00,4,31,7,2018
2035,2018-08-01 04:00:00+00:00,4,1,8,2018
2036,2018-08-02 04:00:00+00:00,4,2,8,2018
2037,2018-08-03 04:00:00+00:00,4,3,8,2018
2038,2018-08-04 04:00:00+00:00,4,4,8,2018
2039,2018-08-05 04:00:00+00:00,4,5,8,2018
2040,2018-08-06 04:00:00+00:00,4,6,8,2018
2041,2001-11-22 05:00:00+00:00,5,22,11,2001
2042,2018-08-07 04:00:00+00:00,4,7,8,2018
2043,2018-08-08 04:00:00+00:00,4,8,8,2018
2044,2006-10-12 04:00:00+00:00,4,12,10,2006
2045,2018-08-09 04:00:00+00:00,4,9,8,2018
2046,2018-08-10 04:00:00+00:00,4,10,8,2018
2047,2018-08-11 04:00:00+00:00,4,11,8,2018
2048,2018-08-12 04:00:00+00:00,4,12,8,2018
2049,2018-08-13 04:00:00+00:00,4,13,8,2018
2050,2004-02-21 05:00:00+00:00,5,21,2,2004
2051,2018-08-14 04:00:00+00:00,4,14,8,2018
2052,2018-08-15 04:00:00+00:00,4,15,8,2018
2053,2018-08-16 04:00:00+00:00,4,16,8,2018
2054,2018-08-17 04:00:00+00:00,4,17,8,2018
2055,2018-08-18 04:00:00+00:00,4,18,8,2018
2056,2018-08-19 04:00:00+00:00,4,19,8,2018
2057,2018-08-20 04:00:00+00:00,4,20,8,2018
2058,2018-08-21 04:00:00+00:00,4,21,8,2018
2059,2018-08-22 04:00:00+00:00,4,22,8,2018
2060,2018-08-23 04:00:00+00:00,4,23,8,2018
2061,2018-08-24 04:00:00+00:00,4,24,8,2018
2062,2018-08-25 04:00:00+00:00,4,25,8,2018
2063,2018-08-26 04:00:00+00:00,4,26,8,2018
2064,2010-07-01 04:00:00+00:00,4,1,7,2010
2065,2018-08-27 04:00:00+00:00,4,27,8,2018
2066,2018-08-28 04:00:00+00:00,4,28,8,2018
2067,2018-08-29 04:00:00+00:00,4,29,8,2018
2068,2018-08-30 04:00:00+00:00,4,30,8,2018
2069,2018-08-31 04:00:00+00:00,4,31,8,2018
2070,1997-01-01 05:00:00+00:00,5,1,1,1997
2071,2018-09-01 04:00:00+00:00,4,1,9,2018
2072,2018-09-02 04:00:00+00:00,4,2,9,2018
2073,2018-09-03 04:00:00+00:00,4,3,9,2018
2074,2018-09-04 04:00:00+00:00,4,4,9,2018
2075,2018-09-05 04:00:00+00:00,4,5,9,2018
2076,2018-09-06 04:00:00+00:00,4,6,9,2018
2077,2018-09-07 04:00:00+00:00,4,7,9,2018
2078,2018-09-08 04:00:00+00:00,4,8,9,2018
2079,2018-09-09 04:00:00+00:00,4,9,9,2018
2080,2018-09-10 04:00:00+00:00,4,10,9,2018
2081,2018-09-11 04:00:00+00:00,4,11,9,2018
2082,2018-09-12 04:00:00+00:00,4,12,9,2018
2083,2018-09-13 04:00:00+00:00,4,13,9,2018
2084,2018-09-14 04:00:00+00:00,4,14,9,2018
2085,2018-09-15 04:00:00+00:00,4,15,9,2018
2086,2018-09-16 04:00:00+00:00,4,16,9,2018
2087,2018-09-17 04:00:00+00:00,4,17,9,2018
2088,2018-09-18 04:00:00+00:00,4,18,9,2018
2089,2018-09-19 04:00:00+00:00,4,19,9,2018
2090,2018-09-20 04:00:00+00:00,4,20,9,2018
2091,2018-09-21 04:00:00+00:00,4,21,9,2018
2092,2018-09-22 04:00:00+00:00,4,22,9,2018
2093,2018-09-23 04:00:00+00:00,4,23,9,2018
2094,2018-09-24 04:00:00+00:00,4,24,9,2018
2095,2018-09-25 04:00:00+00:00,4,25,9,2018
2096,2018-09-26 04:00:00+00:00,4,26,9,2018
2097,2018-09-27 04:00:00+00:00,4,27,9,2018
2098,2018-09-28 04:00:00+00:00,4,28,9,2018
2099,2018-09-29 04:00:00+00:00,4,29,9,2018
2100,2018-09-30 04:00:00+00:00,4,30,9,2018
2101,2001-04-01 05:00:00+00:00,5,1,4,2001
2102,2018-10-01 04:00:00+00:00,4,1,10,2018
2103,2018-10-02 04:00:00+00:00,4,2,10,2018
2104,2018-10-03 04:00:00+00:00,4,3,10,2018
2105,2018-10-04 04:00:00+00:00,4,4,10,2018
2106,2018-10-05 04:00:00+00:00,4,5,10,2018
2107,2018-10-06 04:00:00+00:00,4,6,10,2018
2108,2018-10-07 04:00:00+00:00,4,7,10,2018
2109,2018-10-08 04:00:00+00:00,4,8,10,2018
2110,2018-10-09 04:00:00+00:00,4,9,10,2018
2111,2018-10-10 04:00:00+00:00,4,10,10,2018
2112,2018-10-11 04:00:00+00:00,4,11,10,2018
2113,2001-10-10 04:00:00+00:00,4,10,10,2001
2114,2018-10-12 04:00:00+00:00,4,12,10,2018
2115,2018-10-13 04:00:00+00:00,4,13,10,2018
2116,2018-10-14 04:00:00+00:00,4,14,10,2018
2117,2018-10-15 04:00:00+00:00,4,15,10,2018
2118,2018-10-16 04:00:00+00:00,4,16,10,2018
2119,2018-10-17 04:00:00+00:00,4,17,10,2018
2120,2018-10-18 04:00:00+00:00,4,18,10,2018
2121,2018-10-19 04:00:00+00:00,4,19,10,2018
2122,2018-10-20 04:00:00+00:00,4,20,10,2018
2123,2018-10-21 04:00:00+00:00,4,21,10,2018
2124,2018-10-22 04:00:00+00:00,4,22,10,2018
2125,2018-10-23 04:00:00+00:00,4,23,10,2018
2126,2018-10-24 04:00:00+00:00,4,24,10,2018
2127,2018-10-25 04:00:00+00:00,4,25,10,2018
2128,2018-10-26 04:00:00+00:00,4,26,10,2018
2129,2018-10-27 04:00:00+00:00,4,27,10,2018
2130,2018-10-28 04:00:00+00:00,4,28,10,2018
2131,2018-10-29 04:00:00+00:00,4,29,10,2018
2132,2018-10-30 04:00:00+00:00,4,30,10,2018
2133,2018-10-31 04:00:00+00:00,4,31,10,2018
2134,2018-11-01 04:00:00+00:00,4,1,11,2018
2135,2018-11-02 04:00:00+00:00,4,2,11,2018
2136,2018-11-03 04:00:00+00:00,4,3,11,2018
2137,2018-11-04 04:00:00+00:00,4,4,11,2018
2138,2018-11-05 05:00:00+00:00,5,5,11,2018
2139,2018-11-06 05:00:00+00:00,5,6,11,2018
2140,2018-11-07 05:00:00+00:00,5,7,11,2018
2141,2018-11-08 05:00:00+00:00,5,8,11,2018
2142,2018-11-09 05:00:00+00:00,5,9,11,2018
2143,2018-11-10 05:00:00+00:00,5,10,11,2018
2144,2018-11-11 05:00:00+00:00,5,11,11,2018
2145,2018-11-12 05:00:00+00:00,5,12,11,2018
2146,2018-11-13 05:00:00+00:00,5,13,11,2018
2147,2018-11-14 05:00:00+00:00,5,14,11,2018
2148,2018-11-15 05:00:00+00:00,5,15,11,2018
2149,2018-11-16 05:00:00+00:00,5,16,11,2018
2150,1990-05-09 04:00:00+00:00,4,9,5,1990
2151,2018-11-17 05:00:00+00:00,5,17,11,2018
2152,2018-11-18 05:00:00+00:00,5,18,11,2018
2153,2018-11-19 05:00:00+00:00,5,19,11,2018
2154,2018-11-20 05:00:00+00:00,5,20,11,2018
2155,2018-11-21 05:00:00+00:00,5,21,11,2018
2156,2007-05-01 04:00:00+00:00,4,1,5,2007
2157,2018-11-22 05:00:00+00:00,5,22,11,2018
2158,2018-11-23 05:00:00+00:00,5,23,11,2018
2159,2018-11-24 05:00:00+00:00,5,24,11,2018
2160,2018-11-25 05:00:00+00:00,5,25,11,2018
2161,2018-11-26 05:00:00+00:00,5,26,11,2018
2162,2018-11-27 05:00:00+00:00,5,27,11,2018
2163,2018-11-28 05:00:00+00:00,5,28,11,2018
2164,2018-11-29 05:00:00+00:00,5,29,11,2018
2165,2018-11-30 05:00:00+00:00,5,30,11,2018
2166,2018-12-01 05:00:00+00:00,5,1,12,2018
2167,2018-12-02 05:00:00+00:00,5,2,12,2018
2168,2018-12-03 05:00:00+00:00,5,3,12,2018
2169,2018-12-04 05:00:00+00:00,5,4,12,2018
2170,2018-12-05 05:00:00+00:00,5,5,12,2018
2171,2018-12-06 05:00:00+00:00,5,6,12,2018
2172,2007-02-01 05:00:00+00:00,5,1,2,2007
2173,2018-12-07 05:00:00+00:00,5,7,12,2018
2174,2018-12-08 05:00:00+00:00,5,8,12,2018
2175,2018-12-09 05:00:00+00:00,5,9,12,2018
2176,2018-12-10 05:00:00+00:00,5,10,12,2018
2177,2018-12-11 05:00:00+00:00,5,11,12,2018
2178,2018-12-12 05:00:00+00:00,5,12,12,2018
2179,2018-12-13 05:00:00+00:00,5,13,12,2018
2180,2018-12-14 05:00:00+00:00,5,14,12,2018
2181,2018-12-15 05:00:00+00:00,5,15,12,2018
2182,2018-12-16 05:00:00+00:00,5,16,12,2018
2183,2018-12-17 05:00:00+00:00,5,17,12,2018
2184,2018-12-18 05:00:00+00:00,5,18,12,2018
2185,2018-12-19 05:00:00+00:00,5,19,12,2018
2186,2018-12-20 05:00:00+00:00,5,20,12,2018
2187,2018-12-21 05:00:00+00:00,5,21,12,2018
2188,2018-12-22 05:00:00+00:00,5,22,12,2018
2189,2018-12-23 05:00:00+00:00,5,23,12,2018
2190,2018-12-24 05:00:00+00:00,5,24,12,2018
2191,2018-12-25 05:00:00+00:00,5,25,12,2018
2192,2018-12-26 05:00:00+00:00,5,26,12,2018
2193,2018-12-27 05:00:00+00:00,5,27,12,2018
2194,2018-12-28 05:00:00+00:00,5,28,12,2018
2195,2018-12-29 05:00:00+00:00,5,29,12,2018
2196,2018-12-30 05:00:00+00:00,5,30,12,2018
2197,2018-12-31 05:00:00+00:00,5,31,12,2018
2198,2019-01-01 05:00:00+00:00,5,1,1,2019
2199,2019-01-02 05:00:00+00:00,5,2,1,2019
2200,2019-01-03 05:00:00+00:00,5,3,1,2019
2201,2019-01-04 05:00:00+00:00,5,4,1,2019
2202,2019-01-05 05:00:00+00:00,5,5,1,2019
2203,2019-01-06 05:00:00+00:00,5,6,1,2019
2204,2019-01-07 05:00:00+00:00,5,7,1,2019
2205,2019-01-08 05:00:00+00:00,5,8,1,2019
2206,2019-01-09 05:00:00+00:00,5,9,1,2019
2207,2019-01-10 05:00:00+00:00,5,10,1,2019
2208,2019-01-11 05:00:00+00:00,5,11,1,2019
2209,2019-01-12 05:00:00+00:00,5,12,1,2019
2210,1976-01-01 05:00:00+00:00,5,1,1,1976
2211,2019-01-13 05:00:00+00:00,5,13,1,2019
2212,2019-01-14 05:00:00+00:00,5,14,1,2019
2213,2011-09-30 04:00:00+00:00,4,30,9,2011
2214,2019-01-15 05:00:00+00:00,5,15,1,2019
2215,2019-01-16 05:00:00+00:00,5,16,1,2019
2216,2019-01-17 05:00:00+00:00,5,17,1,2019
2217,2019-01-18 05:00:00+00:00,5,18,1,2019
2218,2013-09-24 04:00:00+00:00,4,24,9,2013
2219,2019-01-19 05:00:00+00:00,5,19,1,2019
2220,2019-01-20 05:00:00+00:00,5,20,1,2019
2221,2019-01-21 05:00:00+00:00,5,21,1,2019
2222,2019-01-22 05:00:00+00:00,5,22,1,2019
2223,2019-01-23 05:00:00+00:00,5,23,1,2019
2224,2019-01-24 05:00:00+00:00,5,24,1,2019
2225,2019-01-25 05:00:00+00:00,5,25,1,2019
2226,2019-01-26 05:00:00+00:00,5,26,1,2019
2227,2019-01-27 05:00:00+00:00,5,27,1,2019
2228,2019-01-28 05:00:00+00:00,5,28,1,2019
2229,2019-01-29 05:00:00+00:00,5,29,1,2019
2230,2019-01-30 05:00:00+00:00,5,30,1,2019
2231,2019-01-31 05:00:00+00:00,5,31,1,2019
2232,2019-02-01 05:00:00+00:00,5,1,2,2019
2233,2019-02-02 05:00:00+00:00,5,2,2,2019
2234,2019-02-03 05:00:00+00:00,5,3,2,2019
2235,2019-02-04 05:00:00+00:00,5,4,2,2019
2236,2019-02-05 05:00:00+00:00,5,5,2,2019
2237,2019-02-06 05:00:00+00:00,5,6,2,2019
2238,2019-02-07 05:00:00+00:00,5,7,2,2019
2239,2019-02-08 05:00:00+00:00,5,8,2,2019
2240,2019-02-09 05:00:00+00:00,5,9,2,2019
2241,2019-02-10 05:00:00+00:00,5,10,2,2019
2242,2004-03-01 05:00:00+00:00,5,1,3,2004
2243,2019-02-11 05:00:00+00:00,5,11,2,2019
2244,2019-02-12 05:00:00+00:00,5,12,2,2019
2245,1996-07-01 04:00:00+00:00,4,1,7,1996
2246,2019-02-13 05:00:00+00:00,5,13,2,2019
2247,2019-02-14 05:00:00+00:00,5,14,2,2019
2248,2019-02-15 05:00:00+00:00,5,15,2,2019
2249,2019-02-16 05:00:00+00:00,5,16,2,2019
2250,2019-02-17 05:00:00+00:00,5,17,2,2019
2251,2019-02-18 05:00:00+00:00,5,18,2,2019
2252,2019-02-19 05:00:00+00:00,5,19,2,2019
2253,2019-02-20 05:00:00+00:00,5,20,2,2019
2254,2019-02-21 05:00:00+00:00,5,21,2,2019
2255,2019-02-22 05:00:00+00:00,5,22,2,2019
2256,2010-02-16 05:00:00+00:00,5,16,2,2010
2257,2019-02-23 05:00:00+00:00,5,23,2,2019
2258,2019-02-24 05:00:00+00:00,5,24,2,2019
2259,2011-12-31 05:00:00+00:00,5,31,12,2011
2260,2019-02-25 05:00:00+00:00,5,25,2,2019
2261,2019-02-26 05:00:00+00:00,5,26,2,2019
2262,2019-02-27 05:00:00+00:00,5,27,2,2019
2263,2019-02-28 05:00:00+00:00,5,28,2,2019
2264,2019-03-01 05:00:00+00:00,5,1,3,2019
2265,2019-03-02 05:00:00+00:00,5,2,3,2019
2266,2019-03-03 05:00:00+00:00,5,3,3,2019
2267,2019-03-04 05:00:00+00:00,5,4,3,2019
2268,2019-03-05 05:00:00+00:00,5,5,3,2019
2269,2019-03-06 05:00:00+00:00,5,6,3,2019
2270,2019-03-07 05:00:00+00:00,5,7,3,2019
2271,2019-03-08 05:00:00+00:00,5,8,3,2019
2272,2019-03-09 05:00:00+00:00,5,9,3,2019
2273,2019-03-10 05:00:00+00:00,5,10,3,2019
2274,2019-03-11 04:00:00+00:00,4,11,3,2019
2275,2019-03-12 04:00:00+00:00,4,12,3,2019
2276,2019-03-13 04:00:00+00:00,4,13,3,2019
2277,2019-03-14 04:00:00+00:00,4,14,3,2019
2278,2019-03-15 04:00:00+00:00,4,15,3,2019
2279,2019-03-16 04:00:00+00:00,4,16,3,2019
2280,2019-03-17 04:00:00+00:00,4,17,3,2019
2281,2019-03-18 04:00:00+00:00,4,18,3,2019
2282,2019-03-19 04:00:00+00:00,4,19,3,2019
2283,2019-03-20 04:00:00+00:00,4,20,3,2019
2284,2019-03-21 04:00:00+00:00,4,21,3,2019
2285,2019-03-22 04:00:00+00:00,4,22,3,2019
2286,2019-03-23 04:00:00+00:00,4,23,3,2019
2287,2019-03-24 04:00:00+00:00,4,24,3,2019
2288,2019-03-25 04:00:00+00:00,4,25,3,2019
2289,2019-03-26 04:00:00+00:00,4,26,3,2019
2290,2019-03-27 04:00:00+00:00,4,27,3,2019
2291,2019-03-28 04:00:00+00:00,4,28,3,2019
2292,2009-04-01 04:00:00+00:00,4,1,4,2009
2293,2019-03-29 04:00:00+00:00,4,29,3,2019
2294,2019-03-30 04:00:00+00:00,4,30,3,2019
2295,2019-03-31 04:00:00+00:00,4,31,3,2019
2296,2019-04-01 04:00:00+00:00,4,1,4,2019
2297,2019-04-02 04:00:00+00:00,4,2,4,2019
2298,2019-04-03 04:00:00+00:00,4,3,4,2019
2299,2019-04-04 04:00:00+00:00,4,4,4,2019
2300,2019-04-05 04:00:00+00:00,4,5,4,2019
2301,2019-04-06 04:00:00+00:00,4,6,4,2019
2302,2019-04-07 04:00:00+00:00,4,7,4,2019
2303,2019-04-08 04:00:00+00:00,4,8,4,2019
2304,2019-04-09 04:00:00+00:00,4,9,4,2019
2305,2019-04-10 04:00:00+00:00,4,10,4,2019
2306,2019-04-11 04:00:00+00:00,4,11,4,2019
2307,2019-04-12 04:00:00+00:00,4,12,4,2019
2308,2019-04-13 04:00:00+00:00,4,13,4,2019
2309,2019-04-14 04:00:00+00:00,4,14,4,2019
2310,2019-04-15 04:00:00+00:00,4,15,4,2019
2311,2019-04-16 04:00:00+00:00,4,16,4,2019
2312,2019-04-17 04:00:00+00:00,4,17,4,2019
2313,2019-04-18 04:00:00+00:00,4,18,4,2019
2314,2019-04-19 04:00:00+00:00,4,19,4,2019
2315,2019-04-20 04:00:00+00:00,4,20,4,2019
2316,2019-04-21 04:00:00+00:00,4,21,4,2019
2317,2019-04-22 04:00:00+00:00,4,22,4,2019
2318,2019-04-23 04:00:00+00:00,4,23,4,2019
2319,2019-04-24 04:00:00+00:00,4,24,4,2019
2320,2019-04-25 04:00:00+00:00,4,25,4,2019
2321,2019-04-26 04:00:00+00:00,4,26,4,2019
2322,2019-04-27 04:00:00+00:00,4,27,4,2019
2323,2019-04-28 04:00:00+00:00,4,28,4,2019
2324,2019-04-29 04:00:00+00:00,4,29,4,2019
2325,2019-04-30 04:00:00+00:00,4,30,4,2019
2326,2019-05-01 04:00:00+00:00,4,1,5,2019
2327,2019-05-02 04:00:00+00:00,4,2,5,2019
2328,2019-05-03 04:00:00+00:00,4,3,5,2019
2329,2019-05-04 04:00:00+00:00,4,4,5,2019
2330,2019-05-05 04:00:00+00:00,4,5,5,2019
2331,2019-05-06 04:00:00+00:00,4,6,5,2019
2332,2019-05-07 04:00:00+00:00,4,7,5,2019
2333,2019-05-08 04:00:00+00:00,4,8,5,2019
2334,2019-05-09 04:00:00+00:00,4,9,5,2019
2335,2019-05-10 04:00:00+00:00,4,10,5,2019
2336,2019-05-11 04:00:00+00:00,4,11,5,2019
2337,2019-05-12 04:00:00+00:00,4,12,5,2019
2338,2019-05-13 04:00:00+00:00,4,13,5,2019
2339,2019-05-14 04:00:00+00:00,4,14,5,2019
2340,2019-05-15 04:00:00+00:00,4,15,5,2019
2341,2019-05-16 04:00:00+00:00,4,16,5,2019
2342,2019-05-17 04:00:00+00:00,4,17,5,2019
2343,2019-05-18 04:00:00+00:00,4,18,5,2019
2344,2019-05-19 04:00:00+00:00,4,19,5,2019
2345,2019-05-20 04:00:00+00:00,4,20,5,2019
2346,2019-05-21 04:00:00+00:00,4,21,5,2019
2347,2019-05-22 04:00:00+00:00,4,22,5,2019
2348,2019-05-23 04:00:00+00:00,4,23,5,2019
2349,2019-05-24 04:00:00+00:00,4,24,5,2019
2350,2019-05-25 04:00:00+00:00,4,25,5,2019
2351,2002-06-20 04:00:00+00:00,4,20,6,2002
2352,2019-05-26 04:00:00+00:00,4,26,5,2019
2353,2019-05-27 04:00:00+00:00,4,27,5,2019
2354,2019-05-28 04:00:00+00:00,4,28,5,2019
2355,2019-05-29 04:00:00+00:00,4,29,5,2019
2356,2019-05-30 04:00:00+00:00,4,30,5,2019
2357,2019-05-31 04:00:00+00:00,4,31,5,2019
2358,2019-06-01 04:00:00+00:00,4,1,6,2019
2359,2019-06-02 04:00:00+00:00,4,2,6,2019
2360,2019-06-03 04:00:00+00:00,4,3,6,2019
2361,2019-06-04 04:00:00+00:00,4,4,6,2019
2362,2019-06-05 04:00:00+00:00,4,5,6,2019
2363,2019-06-06 04:00:00+00:00,4,6,6,2019
2364,2019-06-07 04:00:00+00:00,4,7,6,2019
2365,2019-06-08 04:00:00+00:00,4,8,6,2019
2366,2010-05-01 04:00:00+00:00,4,1,5,2010
2367,2019-06-09 04:00:00+00:00,4,9,6,2019
2368,2019-06-10 04:00:00+00:00,4,10,6,2019
2369,2019-06-11 04:00:00+00:00,4,11,6,2019
2370,2019-06-12 04:00:00+00:00,4,12,6,2019
2371,2019-06-13 04:00:00+00:00,4,13,6,2019
2372,2019-06-14 04:00:00+00:00,4,14,6,2019
2373,2019-06-15 04:00:00+00:00,4,15,6,2019
2374,2019-06-16 04:00:00+00:00,4,16,6,2019
2375,2019-06-17 04:00:00+00:00,4,17,6,2019
2376,2019-06-18 04:00:00+00:00,4,18,6,2019
2377,2019-06-19 04:00:00+00:00,4,19,6,2019
2378,2019-06-20 04:00:00+00:00,4,20,6,2019
2379,2019-06-21 04:00:00+00:00,4,21,6,2019
2380,2019-06-22 04:00:00+00:00,4,22,6,2019
2381,2019-06-23 04:00:00+00:00,4,23,6,2019
2382,2012-07-29 04:00:00+00:00,4,29,7,2012
2383,2019-06-24 04:00:00+00:00,4,24,6,2019
2384,2019-06-25 04:00:00+00:00,4,25,6,2019
2385,2019-06-26 04:00:00+00:00,4,26,6,2019
2386,2019-06-27 04:00:00+00:00,4,27,6,2019
2387,2019-06-28 04:00:00+00:00,4,28,6,2019
2388,2019-06-29 04:00:00+00:00,4,29,6,2019
2389,2019-06-30 04:00:00+00:00,4,30,6,2019
2390,2019-07-01 04:00:00+00:00,4,1,7,2019
